supplier_code,supplier_name_code,supplier_category,id_produto,cod_artigo,des_artigo,des_produto,product_category,des_linha,des_colecao,val_custo_inicial,qtd_estoque,ultima_venda,velocidade_diaria,coverage_days
CLASS,CLASS,Geral,26768,01.19.117,CALCA BOMBOM EST - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,12.0,,,0.0
CLASS,CLASS,Geral,26769,01.19.117,CALCA BOMBOM EST - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,48.0,,,0.0
CLASS,CLASS,Geral,26770,01.19.117,CALCA BOMBOM EST - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,58.0,,,0.0
CLASS,CLASS,Geral,16092,C195,MAIO BOJO BOLHA ESTAMPADO - 709B4546,MAIO,MODA PRAIA,BASICO,VERAO - 2019,,95.0,,,0.0
CLASS,CLASS,Geral,31593,C957,MAIO SEM BOJO LISO - 709B4544,MAIO,MODA PRAIA,BASICO,VERAO - 2019,,12.0,,,0.0
CLASS,CLASS,Geral,16093,C195,MAIO BOJO BOLHA ESTAMPADO - 709B4546,MAIO,MODA PRAIA,BASICO,VERAO - 2019,,76.0,,,0.0
CLASS,CLASS,Geral,16095,C956,MAIO SEM BOJO ESTAMP - 709B4544,MAIO,MODA PRAIA,BASICO,VERAO - 2019,,11.0,,,0.0
CLASS,CLASS,Geral,16096,C956,MAIO SEM BOJO ESTAMP - 709B4544,MAIO,MODA PRAIA,BASICO,VERAO - 2019,,21.0,,,0.0
CLASS,CLASS,Geral,16097,C956,MAIO SEM BOJO ESTAMP - 709B4544,MAIO,MODA PRAIA,BASICO,VERAO - 2019,,9.0,,,0.0
CLASS,CLASS,Geral,16098,01.18.127,TOP BASE TG BARB EST - 704B2071,TOP,MODA PRAIA,BASICO,VERAO - 2019,0.0,20.0,,,0.0
CLASS,CLASS,Geral,16099,01.18.127,TOP BASE TG BARB EST - 704B2071,TOP,MODA PRAIA,BASICO,VERAO - 2019,0.0,24.0,,,0.0
CLASS,CLASS,Geral,16100,01.18.127,TOP BASE TG BARB EST - 704B2071,TOP,MODA PRAIA,BASICO,VERAO - 2019,0.0,22.0,,,0.0
CLASS,CLASS,Geral,26771,01.19.117,CALCA BOMBOM EST - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,53.0,,,0.0
CLASS,CLASS,Geral,17018,C191,TOP DRAPEADO LISO - 704B6005,TOP,MODA PRAIA,BASICO,VERAO - 2019,,19.0,2018-11-27,,0.0
CLASS,CLASS,Geral,16105,01.18.105,TOP NO BOLHA EST - 704B6027,TOP,MODA PRAIA,BASICO,VERAO - 2019,20.6,37.0,,,0.0
CLASS,CLASS,Geral,17021,C191,TOP DRAPEADO LISO - 704B6005,TOP,MODA PRAIA,BASICO,VERAO - 2019,,54.0,,,0.0
CLASS,CLASS,Geral,17023,C191,TOP DRAPEADO LISO - 704B6005,TOP,MODA PRAIA,BASICO,VERAO - 2019,,46.0,,,0.0
CLASS,CLASS,Geral,26355,C192,TOP DRAPEADO LISO TG - 704B2068,TOP,MODA PRAIA,BASICO,VERAO - 2019,,14.0,,,0.0
CLASS,CLASS,Geral,26360,C946,TOP CORTININHA PADRAO EST - 704B6033,TOP,MODA PRAIA,BASICO,VERAO - 2019,,39.0,,,0.0
CLASS,CLASS,Geral,26361,C946,TOP CORTININHA PADRAO EST - 704B6033,TOP,MODA PRAIA,BASICO,VERAO - 2019,,56.0,,,0.0
CLASS,CLASS,Geral,26362,C946,TOP CORTININHA PADRAO EST - 704B6033,TOP,MODA PRAIA,BASICO,VERAO - 2019,,40.0,,,0.0
CLASS,CLASS,Geral,26363,C946,TOP CORTININHA PADRAO EST - 704B6033,TOP,MODA PRAIA,BASICO,VERAO - 2019,,25.0,,,0.0
CLASS,CLASS,Geral,26364,C946,TOP CORTININHA PADRAO EST - 704B6033,TOP,MODA PRAIA,BASICO,VERAO - 2019,,58.0,,,0.0
CLASS,CLASS,Geral,26365,C946,TOP CORTININHA PADRAO EST - 704B6033,TOP,MODA PRAIA,BASICO,VERAO - 2019,,67.0,,,0.0
CLASS,CLASS,Geral,26367,C946,TOP CORTININHA PADRAO EST - 704B6033,TOP,MODA PRAIA,BASICO,VERAO - 2019,,41.0,,,0.0
CLASS,CLASS,Geral,26368,C946,TOP CORTININHA PADRAO EST - 704B6033,TOP,MODA PRAIA,BASICO,VERAO - 2019,,22.0,,,0.0
CLASS,CLASS,Geral,26369,C946,TOP CORTININHA PADRAO EST - 704B6033,TOP,MODA PRAIA,BASICO,VERAO - 2019,,43.0,,,0.0
CLASS,CLASS,Geral,34063,C2309,CAL FD MODAL LISTRA - 3260,CALCINHA,UNDERWARE,BASICO,SEMI-CONTINUO,,11.0,,,0.0
CLASS,CLASS,Geral,34066,C2309,CAL FD MODAL LISTRA - 3260,CALCINHA,UNDERWARE,BASICO,SEMI-CONTINUO,,17.0,,,0.0
CLASS,CLASS,Geral,34067,C2310,CAL BOMBOM MODAL LISTRA - 3258,CALCINHA,UNDERWARE,BASICO,SEMI-CONTINUO,,8.0,,,0.0
CLASS,CLASS,Geral,34069,C2310,CAL BOMBOM MODAL LISTRA - 3258,CALCINHA,UNDERWARE,BASICO,SEMI-CONTINUO,,19.0,,,0.0
CLASS,CLASS,Geral,34070,C2310,CAL BOMBOM MODAL LISTRA - 3258,CALCINHA,UNDERWARE,BASICO,SEMI-CONTINUO,,10.0,,,0.0
CLASS,CLASS,Geral,26772,01.19.117,CALCA BOMBOM EST - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,16.0,,,0.0
CLASS,CLASS,Geral,17028,C945,TOP CORTININHA PADRAO LISO - 704B6033,TOP,MODA PRAIA,BASICO,VERAO - 2019,,40.0,,,0.0
CLASS,CLASS,Geral,4596,01.19.92,CALCA BOMBOM LISA - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,13.16,26.0,,,0.0
CLASS,CLASS,Geral,24798,01.01.73,SOT LONGO NORMAL - 402519,SOUTIEN,UNDERWARE,RENDA,SEMI-CONTINUO,0.0,21.0,,,0.0
CLASS,CLASS,Geral,4603,01.19.92,CALCA BOMBOM LISA - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,13.16,35.0,,,0.0
CLASS,CLASS,Geral,26773,01.19.117,CALCA BOMBOM EST - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,56.0,,,0.0
CLASS,CLASS,Geral,26387,C951,TOP CROPET BASICO PA - 704B6025,TOP,MODA PRAIA,BASICO,VERAO - 2019,,12.0,,,0.0
CLASS,CLASS,Geral,26774,01.19.117,CALCA BOMBOM EST - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,59.0,,,0.0
CLASS,CLASS,Geral,26775,01.19.117,CALCA BOMBOM EST - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,53.0,,,0.0
CLASS,CLASS,Geral,26788,01.19.120,CALCA FIO AMAR EST - 705B0628,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,25.0,,,0.0
CLASS,CLASS,Geral,26789,01.19.120,CALCA FIO AMAR EST - 705B0628,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,35.0,,,0.0
CLASS,CLASS,Geral,26790,01.19.120,CALCA FIO AMAR EST - 705B0628,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,32.0,,,0.0
CLASS,CLASS,Geral,26791,01.19.120,CALCA FIO AMAR EST - 705B0628,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,9.0,,,0.0
CLASS,CLASS,Geral,26792,01.19.120,CALCA FIO AMAR EST - 705B0628,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,18.0,,,0.0
CLASS,CLASS,Geral,26793,01.19.120,CALCA FIO AMAR EST - 705B0628,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,26.0,,,0.0
CLASS,CLASS,Geral,26370,C946,TOP CORTININHA PADRAO EST - 704B6033,TOP,MODA PRAIA,BASICO,VERAO - 2019,,22.0,,,0.0
CLASS,CLASS,Geral,26371,C946,TOP CORTININHA PADRAO EST - 704B6033,TOP,MODA PRAIA,BASICO,VERAO - 2019,,15.0,,,0.0
CLASS,CLASS,Geral,26372,C950,TOP CROPET BASICO - 704B6025,TOP,MODA PRAIA,BASICO,VERAO - 2019,,59.0,,,0.0
CLASS,CLASS,Geral,26373,C950,TOP CROPET BASICO - 704B6025,TOP,MODA PRAIA,BASICO,VERAO - 2019,,50.0,,,0.0
CLASS,CLASS,Geral,28915,01.19.96,CALCA BIQ AMAR LISO - 705B0626,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,11.65,52.0,2018-12-06,,0.0
CLASS,CLASS,Geral,4614,01.19.92,CALCA BOMBOM LISA - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,13.16,27.0,,,0.0
CLASS,CLASS,Geral,4615,01.19.92,CALCA BOMBOM LISA - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,13.16,33.0,,,0.0
CLASS,CLASS,Geral,4616,01.19.92,CALCA BOMBOM LISA - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,13.16,39.0,,,0.0
CLASS,CLASS,Geral,28933,01.02.53,CALECON RENDA PA - 502443,CALECON,UNDERWARE,RENDA,SEMI-CONTINUO,0.0,20.0,2018-10-27,,0.0
CLASS,CLASS,Geral,28934,01.02.53,CALECON RENDA PA - 502443,CALECON,UNDERWARE,RENDA,SEMI-CONTINUO,0.0,21.0,2018-12-08,,0.0
CLASS,CLASS,Geral,26794,01.19.120,CALCA FIO AMAR EST - 705B0628,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,24.0,,,0.0
CLASS,CLASS,Geral,26911,01.01.73,SOT LONGO NORMAL - 402519,SOUTIEN,UNDERWARE,RENDA,SEMI-CONTINUO,0.0,55.0,,,0.0
CLASS,CLASS,Geral,165,01.02.22,CAL FD RENDA - 502412,CALCINHA,UNDERWARE,RENDA,SEMI-CONTINUO,5.48,33.0,,,0.0
CLASS,CLASS,Geral,28331,C1810,MAIO ENGANA RIPPLE RENDA - AR1807R,MAIO,MODA PRAIA,BASICO,VERAO - 2019,,28.0,,,0.0
CLASS,CLASS,Geral,26378,C950,TOP CROPET BASICO - 704B6025,TOP,MODA PRAIA,BASICO,VERAO - 2019,,46.0,,,0.0
CLASS,CLASS,Geral,26722,01.18.128,TOP CORT REM EST - AR4062E,TOP,MODA PRAIA,BASICO,VERAO - 2019,0.0,49.0,,,0.0
CLASS,CLASS,Geral,842,01.02.22,CAL FD RENDA - 502412,CALCINHA,UNDERWARE,RENDA,SEMI-CONTINUO,5.48,44.0,,,0.0
CLASS,CLASS,Geral,905,01.01.24,CAL BIQ RENDA - 502368,CALCINHA,UNDERWARE,RENDA,SEMI-CONTINUO,5.95,27.0,,,0.0
CLASS,CLASS,Geral,4340,01.19.121,CALCA FIO AMAR COR LISA - 705B0394,CALCA-BIQUINI,MODA PRAIA,FASHION,VERAO - 2019,0.0,47.0,2018-11-17,,0.0
CLASS,CLASS,Geral,28325,01.19.120,CALCA FIO AMAR EST - 705B0628,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,0.0,7.0,,,0.0
CLASS,CLASS,Geral,28330,C1810,MAIO ENGANA RIPPLE RENDA - AR1807R,MAIO,MODA PRAIA,BASICO,VERAO - 2019,,5.0,,,0.0
CLASS,CLASS,Geral,4593,01.19.92,CALCA BOMBOM LISA - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,13.16,13.0,2018-12-01,,0.0
CLASS,CLASS,Geral,26383,C951,TOP CROPET BASICO PA - 704B6025,TOP,MODA PRAIA,BASICO,VERAO - 2019,,27.0,,,0.0
CLASS,CLASS,Geral,4599,01.19.92,CALCA BOMBOM LISA - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,13.16,34.0,2018-11-09,,0.0
CLASS,CLASS,Geral,4605,01.19.92,CALCA BOMBOM LISA - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,13.16,37.0,2018-11-12,,0.0
CLASS,CLASS,Geral,3037,01.01.24,CAL BIQ RENDA - 502368,CALCINHA,UNDERWARE,RENDA,SEMI-CONTINUO,5.95,44.0,,,0.0
CLASS,CLASS,Geral,3242,01.01.23,SOT BS FULL RENDA - 402368,SOUTIEN,UNDERWARE,RENDA,SEMI-CONTINUO,12.08,43.0,,,0.0
CLASS,CLASS,Geral,3746,01.01.73,SOT LONGO NORMAL - 402519,SOUTIEN,UNDERWARE,RENDA,SEMI-CONTINUO,0.0,23.0,,,0.0
CLASS,CLASS,Geral,27814,C957,MAIO SEM BOJO LISO - 709B4544,MAIO,MODA PRAIA,BASICO,VERAO - 2019,,13.0,,,0.0
CLASS,CLASS,Geral,27937,C177,CALCA BIQ FRUFRU - 705B0402,CALCA-BIQUINI,MODA PRAIA,FASHION,VERAO - 2019,,45.0,,,0.0
CLASS,CLASS,Geral,26384,C951,TOP CROPET BASICO PA - 704B6025,TOP,MODA PRAIA,BASICO,VERAO - 2019,,18.0,,,0.0
CLASS,CLASS,Geral,26386,C951,TOP CROPET BASICO PA - 704B6025,TOP,MODA PRAIA,BASICO,VERAO - 2019,,24.0,,,0.0
CLASS,CLASS,Geral,28332,C1810,MAIO ENGANA RIPPLE RENDA - AR1807R,MAIO,MODA PRAIA,BASICO,VERAO - 2019,,27.0,,,0.0
CLASS,CLASS,Geral,26379,C950,TOP CROPET BASICO - 704B6025,TOP,MODA PRAIA,BASICO,VERAO - 2019,,29.0,,,0.0
CLASS,CLASS,Geral,27938,C177,CALCA BIQ FRUFRU - 705B0402,CALCA-BIQUINI,MODA PRAIA,FASHION,VERAO - 2019,,97.0,,,0.0
CLASS,CLASS,Geral,27939,C177,CALCA BIQ FRUFRU - 705B0402,CALCA-BIQUINI,MODA PRAIA,FASHION,VERAO - 2019,,80.0,,,0.0
CLASS,CLASS,Geral,27940,C177,CALCA BIQ FRUFRU - 705B0402,CALCA-BIQUINI,MODA PRAIA,FASHION,VERAO - 2019,,36.0,,,0.0
CLASS,CLASS,Geral,13950,C194,MAIO NATACAO PERNA LISO - 709B4543,MAIO NATACAO,MODA PRAIA,BASICO,VERAO - 2019,,7.0,,,0.0
CLASS,CLASS,Geral,27941,C177,CALCA BIQ FRUFRU - 705B0402,CALCA-BIQUINI,MODA PRAIA,FASHION,VERAO - 2019,,46.0,,,0.0
CLASS,CLASS,Geral,20116,01.70.06,SOT BS RENDA BX/DRAP-401006,SOUTIEN,UNDERWARE,RENDA,SEMI-CONTINUO,13.01,38.0,2018-11-03,,0.0
CLASS,CLASS,Geral,26375,C950,TOP CROPET BASICO - 704B6025,TOP,MODA PRAIA,BASICO,VERAO - 2019,,25.0,,,0.0
CLASS,CLASS,Geral,26376,C950,TOP CROPET BASICO - 704B6025,TOP,MODA PRAIA,BASICO,VERAO - 2019,,43.0,,,0.0
CLASS,CLASS,Geral,26377,C950,TOP CROPET BASICO - 704B6025,TOP,MODA PRAIA,BASICO,VERAO - 2019,,58.0,,,0.0
CLASS,CLASS,Geral,27942,C177,CALCA BIQ FRUFRU - 705B0402,CALCA-BIQUINI,MODA PRAIA,FASHION,VERAO - 2019,,72.0,,,0.0
CLASS,CLASS,Geral,27943,C177,CALCA BIQ FRUFRU - 705B0402,CALCA-BIQUINI,MODA PRAIA,FASHION,VERAO - 2019,,52.0,,,0.0
CLASS,CLASS,Geral,24800,01.01.73,SOT LONGO NORMAL - 402519,SOUTIEN,UNDERWARE,RENDA,SEMI-CONTINUO,0.0,45.0,,,0.0
CLASS,CLASS,Geral,27944,C177,CALCA BIQ FRUFRU - 705B0402,CALCA-BIQUINI,MODA PRAIA,FASHION,VERAO - 2019,,19.0,,,0.0
CLASS,CLASS,Geral,26721,01.18.105,TOP NO BOLHA EST - 704B6027,TOP,MODA PRAIA,BASICO,VERAO - 2019,20.6,74.0,,,0.0
CLASS,CLASS,Geral,4608,01.19.92,CALCA BOMBOM LISA - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,13.16,30.0,,,0.0
CLASS,CLASS,Geral,26388,01.18.105,TOP NO BOLHA EST - 704B6027,TOP,MODA PRAIA,BASICO,VERAO - 2019,20.6,34.0,,,0.0
CLASS,CLASS,Geral,26389,01.18.105,TOP NO BOLHA EST - 704B6027,TOP,MODA PRAIA,BASICO,VERAO - 2019,20.6,76.0,,,0.0
CLASS,CLASS,Geral,2893,01.01.79,SOT SILICONE COSTAS-401503,SOUTIEN,UNDERWARE,BASICO,CONTINUO,16.43,112.0,2018-12-12,,0.0
CLASS,CLASS,Geral,3239,01.01.23,SOT BS FULL RENDA - 402368,SOUTIEN,UNDERWARE,RENDA,SEMI-CONTINUO,12.08,82.0,2018-12-08,,0.0
CLASS,CLASS,Geral,4609,01.19.92,CALCA BOMBOM LISA - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,13.16,37.0,,,0.0
CLASS,CLASS,Geral,4611,01.19.92,CALCA BOMBOM LISA - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,13.16,24.0,,,0.0
CLASS,CLASS,Geral,30706,C191,TOP DRAPEADO LISO - 704B6005,TOP,MODA PRAIA,BASICO,VERAO - 2019,,18.0,,,0.0
CLASS,CLASS,Geral,30707,C191,TOP DRAPEADO LISO - 704B6005,TOP,MODA PRAIA,BASICO,VERAO - 2019,,33.0,,,0.0
CLASS,CLASS,Geral,1152,01.01.73,SOT LONGO NORMAL - 402519,SOUTIEN,UNDERWARE,RENDA,SEMI-CONTINUO,0.0,61.0,2018-12-08,,0.0
CLASS,CLASS,Geral,26385,C951,TOP CROPET BASICO PA - 704B6025,TOP,MODA PRAIA,BASICO,VERAO - 2019,,28.0,,,0.0
CLASS,CLASS,Geral,30708,C191,TOP DRAPEADO LISO - 704B6005,TOP,MODA PRAIA,BASICO,VERAO - 2019,,28.0,,,0.0
CLASS,CLASS,Geral,24354,01.19.92,CALCA BOMBOM LISA - 705B0619,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,13.16,95.0,2018-11-30,,0.0
CLASS,CLASS,Geral,30709,C191,TOP DRAPEADO LISO - 704B6005,TOP,MODA PRAIA,BASICO,VERAO - 2019,,30.0,,,0.0
CLASS,CLASS,Geral,9949,01.19.96,CALCA BIQ AMAR LISO - 705B0626,CALCA-BIQUINI,MODA PRAIA,BASICO,VERAO - 2019,11.65,12.0,,,0.0
CLASS,CLASS,Geral,26723,01.18.128,TOP CORT REM EST - AR4062E,TOP,MODA PRAIA,BASICO,VERAO - 2019,0.0,84.0,,,0.0
CLUB SODA,CLUB SODA,Geral,23734,C339,BLUSA MC OMBRO ABERTO ILHOS - BRS0910,BLUSA MC,VESTUARIO,JOVEM,VERAO - 2018,,1.0,,,0.0
CONFECCOES CANAA,CONFECCOES CANAA,Geral,1555,02.02.41,CUECA SAMBA CANCAO CETIM - 001,CUECA,UNDERWARE,MASCULINO,CONTINUO,3.65,3.0,2020-05-09,0.011111111111111112,270.0
CONFECCOES CANAA,CONFECCOES CANAA,Geral,1556,02.02.41,CUECA SAMBA CANCAO CETIM - 001,CUECA,UNDERWARE,MASCULINO,CONTINUO,3.65,1.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19229,C1891,CALCA JEANS CONFY MON - BRS1772,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,7.0,2020-05-12,0.03333333333333333,210.0
CONSCIENCIA,CONSCIENCIA,Geral,19240,C1893,CALCA JEANS EXT DESTROY CLARA - BRS1774,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,8.0,2020-05-12,0.022222222222222223,360.0
CONSCIENCIA,CONSCIENCIA,Geral,19235,C1892,CALCA JEANS EXT DESTROY ESCURA - BRS1773,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,9.0,2020-05-21,0.022222222222222223,405.0
CONSCIENCIA,CONSCIENCIA,Geral,18705,C1846,CALÇA JEANS FLARE RISCO - BRS1736,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,6.0,2020-05-06,0.011111111111111112,540.0
CONSCIENCIA,CONSCIENCIA,Geral,22572,C1823,CALÇA JEANS DESTROY ESTONADA - BRS1709,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,3.0,2020-05-06,0.011111111111111112,270.0
CONSCIENCIA,CONSCIENCIA,Geral,22565,C1821,CALÇA JEANS SKINNY EXTREME - BRS1707,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,2.0,2020-04-30,0.011111111111111112,180.0
CONSCIENCIA,CONSCIENCIA,Geral,19238,C1893,CALCA JEANS EXT DESTROY CLARA - BRS1774,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,6.0,2020-05-19,0.011111111111111112,540.0
CONSCIENCIA,CONSCIENCIA,Geral,19234,C1892,CALCA JEANS EXT DESTROY ESCURA - BRS1773,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,11.0,2020-05-12,0.011111111111111112,990.0
CONSCIENCIA,CONSCIENCIA,Geral,19232,C1892,CALCA JEANS EXT DESTROY ESCURA - BRS1773,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,4.0,2020-05-06,0.011111111111111112,360.0
CONSCIENCIA,CONSCIENCIA,Geral,19228,C1891,CALCA JEANS CONFY MON - BRS1772,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,7.0,2020-05-20,0.011111111111111112,630.0
CONSCIENCIA,CONSCIENCIA,Geral,18709,C1846,CALÇA JEANS FLARE RISCO - BRS1736,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,4.0,2020-05-27,0.011111111111111112,360.0
CONSCIENCIA,CONSCIENCIA,Geral,22569,C1822,CALÇA JEANS FLARE BARRA DESF - BRS1708,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19222,C1890,CALCA JEANS FLARE BOTOES - BRS1771,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,2.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19225,C1890,CALCA JEANS FLARE BOTOES - BRS1771,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19224,C1890,CALCA JEANS FLARE BOTOES - BRS1771,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,2.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,22568,C1822,CALÇA JEANS FLARE BARRA DESF - BRS1708,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19223,C1890,CALCA JEANS FLARE BOTOES - BRS1771,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,10.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,22563,C1821,CALÇA JEANS SKINNY EXTREME - BRS1707,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,3.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,22567,C1822,CALÇA JEANS FLARE BARRA DESF - BRS1708,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,22564,C1821,CALÇA JEANS SKINNY EXTREME - BRS1707,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,2.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,22566,C1822,CALÇA JEANS FLARE BARRA DESF - BRS1708,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,22573,C1823,CALÇA JEANS DESTROY ESTONADA - BRS1709,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,2.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19248,C1894,CALCA JEANS EXT OVER DESTROY - BRS1775,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,1.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19247,C1894,CALCA JEANS EXT OVER DESTROY - BRS1775,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,1.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19246,C1894,CALCA JEANS EXT OVER DESTROY - BRS1775,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,1.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19245,C1894,CALCA JEANS EXT OVER DESTROY - BRS1775,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,1.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19244,C1894,CALCA JEANS EXT OVER DESTROY - BRS1775,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,1.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19242,C1893,CALCA JEANS EXT DESTROY CLARA - BRS1774,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,2.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19241,C1893,CALCA JEANS EXT DESTROY CLARA - BRS1774,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,7.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19239,C1893,CALCA JEANS EXT DESTROY CLARA - BRS1774,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19237,C1892,CALCA JEANS EXT DESTROY ESCURA - BRS1773,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,4.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,22561,C1821,CALÇA JEANS SKINNY EXTREME - BRS1707,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,3.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,22560,C1821,CALÇA JEANS SKINNY EXTREME - BRS1707,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,3.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19236,C1892,CALCA JEANS EXT DESTROY ESCURA - BRS1773,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,3.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19233,C1892,CALCA JEANS EXT DESTROY ESCURA - BRS1773,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,8.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,22570,C1822,CALÇA JEANS FLARE BARRA DESF - BRS1708,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,28347,C1820,CALÇA JEANS ZIPER PERNA - BRS1706,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,1.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,28346,C1820,CALÇA JEANS ZIPER PERNA - BRS1706,CALCA JEANS,VESTUARIO,CASUAL,INVERNO - 2019,,2.0,,,0.0
CONSCIENCIA,CONSCIENCIA,Geral,19231,C1891,CALCA JEANS CONFY MON - BRS1772,CALCA JEANS,VESTUARIO,CASUAL,VERAO - 2020,,2.0,,,0.0
