alert_date,product_id,category,regime,supplier,coverage_days,quantity,urgency,unit_cost,total_cost,substitutes_count,product_name,product_code,has_pending_order,pending_order_date,pending_expected_date,days_until_expected_arrival,risk_score
2019-12-24,18596,VESTUARIO,fashion,EAGLE ROCK,1.0,24,CRITICAL,0.0,0.0,0,CROPPED CANELADO BOTAO - BRS1992,C2413,True,2019-12-24,2020-01-28,35,CRITICAL
2019-12-24,19273,UNDERWARE,commodity,FEMINIS,6.0,108,CRITICAL,0.0,0.0,5,CAL BOMBOM RENDA - C116,C1808,True,2019-12-24,2020-01-18,25,CRITICAL
2019-12-24,20778,VESTUARIO,fashion,WANABEE,1.0,24,CRITICAL,0.0,0.0,0,BLUSA GOTA FAIXA - BRS1786,C1922,True,2019-12-24,2020-01-28,35,CRITICAL
2019-12-24,21313,VESTUARIO,fashion,CHEERS,2.0,24,CRITICAL,0.0,0.0,0,CROPPED CANELADO BABADO - BRS1986,C2395,True,2019-12-24,2020-01-23,30,CRITICAL
2019-12-24,22319,EROTICA,commodity,FLOR DE LOTUS,1.0,108,CRITICAL,0.0,0.0,0,BODY AMARR ANIMAL PRINT - 6316,C1309,True,2019-12-24,2020-01-28,35,CRITICAL
2019-12-24,22930,LINHA NOITE,commodity,LU MODAS,2.0,108,CRITICAL,0.0,0.0,5,SHORT DOLL LACINHO - ALINE11,C2244,True,2019-12-24,2020-01-13,20,CRITICAL
2019-12-24,23095,UNDERWARE,commodity,VI LINGERIE,3.0,108,CRITICAL,0.0,0.0,0,SOUTIEN SUSTENTACAO - 311614,C1839,True,2019-12-24,2020-01-13,20,CRITICAL
2019-12-24,23220,LINHA NOITE,seasonal,MENSAGEIRO DOS SONHOS,5.0,204,CRITICAL,0.0,0.0,0,PIJAMA PINGUIM XADREZ - 14765,01.11.122,True,2019-12-24,2020-01-18,25,CRITICAL
2019-12-24,23424,UNDERWARE,commodity,VI LINGERIE,4.0,108,CRITICAL,0.0,0.0,5,SOUTIEN EVOLUTION BOJO C  - 110627,C505,True,2019-12-24,2020-01-13,20,CRITICAL
2019-12-24,24618,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,4.0,432.0,0,TANGA MICROFIBRA - 5004,01.59.13,True,2019-12-24,2020-01-13,20,CRITICAL
2019-12-24,26723,MODA PRAIA,commodity,CLASS,5.0,108,CRITICAL,0.0,0.0,0,TOP CORT REM EST - AR4062E,01.18.128,True,2019-12-24,2020-01-13,20,CRITICAL
2019-12-24,26783,MODA PRAIA,commodity,CLASS,1.0,108,CRITICAL,0.0,0.0,0,CALCA BIQ AMAR EST - 705B0626,01.19.118,True,2019-12-24,2020-01-13,20,CRITICAL
2019-12-24,26789,MODA PRAIA,commodity,CLASS,4.0,108,CRITICAL,0.0,0.0,0,CALCA FIO AMAR EST - 705B0628,01.19.120,True,2019-12-24,2020-01-13,20,CRITICAL
2019-12-24,26853,UNDERWARE,commodity,VI LINGERIE,4.0,108,CRITICAL,19.89,2148.12,5,SOUTIEN BOJO D RENDA - 210410,01.70.13,True,2019-12-24,2020-01-13,20,CRITICAL
2019-12-24,27228,UNDERWARE,commodity,VI LINGERIE,1.0,108,CRITICAL,13.2,1425.6,0,SOUTIEN AMAMENTAR POA - 310383,01.01.85,True,2019-12-24,2020-01-13,20,CRITICAL
2019-12-24,28334,MODA PRAIA,commodity,CLASS,6.0,108,CRITICAL,0.0,0.0,0,TOP RIPPLEY RENDA - AR1901T,C1811,True,2019-12-24,2020-01-13,20,CRITICAL
2019-12-24,28358,UNDERWARE,commodity,VI LINGERIE,2.0,108,CRITICAL,0.0,0.0,0,SUTIA VERSATIL - 110629,C670,True,2019-12-24,2020-01-13,20,CRITICAL
2019-12-24,29035,UNDERWARE,commodity,FINA ESTAMPA,1.0,108,CRITICAL,0.0,0.0,0,SOUTIEN PUSH-UP - 910S,C1879,True,2019-12-24,2020-01-28,35,CRITICAL
2019-12-24,29335,VESTUARIO,fashion,HOLIN STONE,3.0,24,CRITICAL,0.0,0.0,0,CALÇA PANTACOURT VISCOSE LISA - BRS1018,C534,True,2019-12-24,2020-01-28,35,CRITICAL
2019-12-24,31175,MODA PRAIA,commodity,LAMAR,2.0,108,CRITICAL,0.0,0.0,0,MAIO INFANTIL SAINHA - LM0156,C1995,True,2019-12-24,2020-01-28,35,CRITICAL
2019-12-24,32273,UNDERWARE,commodity,DESEJO DE USAR,2.0,108,CRITICAL,0.0,0.0,0,SOUTIEN LIFT LISO - RENDA - CV001-4,C2231,True,2019-12-24,2020-01-28,35,CRITICAL
2019-12-24,32274,UNDERWARE,commodity,DESEJO DE USAR,1.0,108,CRITICAL,0.0,0.0,5,SOUTIEN LIFT LISO - RENDA - CV001-4,C2231,True,2019-12-24,2020-01-28,35,CRITICAL
2019-12-24,33026,VESTUARIO,fashion,CHEERS,1.0,24,CRITICAL,0.0,0.0,5,MACAQUINHO FOLHAGEM - BRS1936,C2319,True,2019-12-24,2020-01-23,30,CRITICAL
2019-12-24,33041,UNDERWARE,commodity,DEMILLUS,6.0,108,CRITICAL,0.0,0.0,0,CALCINHA ABRUPT - 56095,C2471,True,2019-12-24,2020-01-23,30,CRITICAL
2019-12-24,33801,VESTUARIO,fashion,BELA GAIA,1.0,24,CRITICAL,0.0,0.0,0,VESTIDO BOTOES LESE - BRS2006,C2432,True,2019-12-24,2020-01-28,35,CRITICAL
2019-12-24,34533,LINHA NOITE,seasonal,REISUL,2.0,204,CRITICAL,0.0,0.0,0,SHORT DOLL REG COFFEE - RS064,C2290,True,2019-12-24,2020-01-28,35,CRITICAL
2019-12-24,34628,BIJU / JOIAS,fashion,MAURO BIJU,1.0,24,CRITICAL,0.0,0.0,0,CONJUNTO PEDRA CRAQUELADA - JB0032,C2081,True,2019-12-24,2020-01-28,35,CRITICAL
2019-12-24,35050,MODA PRAIA,commodity,HERMES BALI,2.0,108,CRITICAL,0.0,0.0,5,CAMISETA UV JUVENIL - HB17R10,C210,True,2019-12-24,2020-01-28,35,CRITICAL
2019-12-24,35195,VESTUARIO,fashion,BRAS,3.0,24,CRITICAL,0.0,0.0,0,ECHARPE DEGRADE - BRS1256,C895,True,2019-12-24,2020-01-13,20,CRITICAL
2019-12-25,404,UNDERWARE,commodity,DIVA DONNA,2.0,108,CRITICAL,4.32,466.56,5,CALCINHA SENHORA - 5001,01.02.15,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,1158,UNDERWARE,commodity,CLASS,5.0,108,CRITICAL,0.0,0.0,0,SOT LONGO STR+PER - 402519SP,01.01.74,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,1569,UNDERWARE,commodity,DIVA DONNA,2.0,108,CRITICAL,3.45,372.6,0,BIQUINI MENOR COTTON RENDA - 5226,00.00.68,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,4608,MODA PRAIA,commodity,CLASS,2.0,108,CRITICAL,13.16,1421.28,0,CALCA BOMBOM LISA - 705B0619,01.19.92,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,5788,UNDERWARE,commodity,ZEE RUCCI,2.0,108,CRITICAL,12.24,1321.92,5,TOP COM BOJO-ZR0004,01.39.4,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,6314,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,4.55,491.4,5,CALCINHA SENHORA COTTON - 5051,01.02.77,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,6351,UNDERWARE,commodity,DIVA DONNA,2.0,108,CRITICAL,4.0,432.0,5,TANGA MICROFIBRA - 5004,01.59.13,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,6355,UNDERWARE,commodity,DIVA DONNA,2.0,108,CRITICAL,3.85,415.8,0,TANGA BASICA COTTON - 5050,01.59.14,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,7363,UNDERWARE,commodity,ZEE RUCCI,4.0,108,CRITICAL,4.32,466.56,5,TANGA COS ALTO-ZR0012,01.59.21,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,8753,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,4.55,491.4,5,TANGA DRAPE MICROFIBRA-5110,01.59.15,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,8784,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,5.11,551.88,0,BIQUINI BOMBOM MICROFIBRA-5285,01.59.18,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,9728,UNDERWARE,commodity,CLASS,4.0,108,CRITICAL,0.0,0.0,0,CALECON RENDA PA - 502443,01.02.53,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,11519,UNDERWARE,commodity,CLASS,1.0,108,CRITICAL,13.14,1419.12,0,SOT BS RENDA LT/DRAP-401004,01.70.07,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,12346,MODA PRAIA,commodity,RIVANNA,1.0,108,CRITICAL,20.93,2260.44,0,CALCA BOMBOM ALTA - 1709,01.19.72,True,2019-12-25,2020-01-19,25,CRITICAL
2019-12-25,12958,UNDERWARE,commodity,MASH,6.0,108,CRITICAL,13.04,1408.32,5,CUECA BOXER - COLORBLOCK-170.28,02.02.47,True,2019-12-25,2020-01-24,30,CRITICAL
2019-12-25,14100,UNDERWARE,commodity,ZEE RUCCI,3.0,108,CRITICAL,10.47,1130.76,0,SOUTIEN BOJO DAILY -ZR0008,01.70.19,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,14941,UNDERWARE,commodity,FEMINIS,3.0,108,CRITICAL,0.0,0.0,0,SOT BS MEIA RENDA BX - S106,C1900,True,2019-12-25,2020-01-19,25,CRITICAL
2019-12-25,14969,VESTUARIO,fashion,SUB WAY,1.0,24,CRITICAL,0.0,0.0,0,REGATA VISCOLINHO NOZINHO - BRS1817,C1963,True,2019-12-25,2020-01-29,35,CRITICAL
2019-12-25,15008,VESTUARIO,fashion,EXINIA,1.0,24,CRITICAL,0.0,0.0,0,SHORTS LINHO - BRS1838,C2124,True,2019-12-25,2020-01-19,25,CRITICAL
2019-12-25,15253,MODA PRAIA,commodity,CLASS,3.0,108,CRITICAL,20.6,2224.8,0,TOP NO BOLHA EST - 704B6027,01.18.105,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,16093,MODA PRAIA,commodity,CLASS,2.0,108,CRITICAL,0.0,0.0,0,MAIO BOJO BOLHA ESTAMPADO - 709B4546,C195,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,16141,MODA PRAIA,commodity,RIVANNA,2.0,108,CRITICAL,0.0,0.0,0,CALCA BIQUINI SAIA - 2069,C1032,True,2019-12-25,2020-01-19,25,CRITICAL
2019-12-25,18592,VESTUARIO,fashion,EAGLE ROCK,1.0,24,CRITICAL,0.0,0.0,0,CROPPED CANELADO BOTAO - BRS1992,C2413,True,2019-12-25,2020-01-29,35,CRITICAL
2019-12-25,19233,VESTUARIO,fashion,CONSCIENCIA,1.0,24,CRITICAL,0.0,0.0,0,CALCA JEANS EXT DESTROY ESCURA - BRS1773,C1892,True,2019-12-25,2020-01-29,35,CRITICAL
2019-12-25,19255,VESTUARIO,fashion,MISS FASHION,1.0,24,CRITICAL,0.0,0.0,0,CROPPED ML FOLHAGEM - BRS1776,C1895,True,2019-12-25,2020-01-29,35,CRITICAL
2019-12-25,20064,VESTUARIO,fashion,WANABEE,1.0,24,CRITICAL,0.0,0.0,0,REGATA FOLHAGEM DIE - BRS2033,C2463,True,2019-12-25,2020-01-29,35,CRITICAL
2019-12-25,20075,VESTUARIO,fashion,WANABEE,2.0,24,CRITICAL,0.0,0.0,0,REGATA FOLHAGEM DIE - BRS2033,C2463,True,2019-12-25,2020-01-29,35,CRITICAL
2019-12-25,20558,UNDERWARE,commodity,SALDOS,4.0,108,CRITICAL,0.0,0.0,5,CALECON RENDA - SLD0110,C1258,True,2019-12-25,2020-01-29,35,CRITICAL
2019-12-25,21258,VESTUARIO,fashion,HELI,1.0,24,CRITICAL,0.0,0.0,0,REGATA BARRA BOTOES - BRS2015,C2451,True,2019-12-25,2020-01-29,35,CRITICAL
2019-12-25,21352,MODA PRAIA,commodity,CLASS,2.0,108,CRITICAL,0.0,0.0,0,CALCA BOMBOM EST - 705B0619,01.19.117,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,26311,UNDERWARE,commodity,VI LINGERIE,2.0,108,CRITICAL,17.6,1900.8,0,SOUTIEN AMAMENTAR BOJO POA - 310382,01.01.84,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,27227,UNDERWARE,commodity,VI LINGERIE,4.0,108,CRITICAL,17.6,1900.8,0,SOUTIEN AMAMENTAR BOJO POA - 310382,01.01.84,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,27346,VESTUARIO,commodity,BRAS,1.0,108,CRITICAL,0.0,0.0,5,BLAZER CORTE LASER - BRS0714,01.44.9,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,28713,UNDERWARE,commodity,CLASS,7.0,108,CRITICAL,5.48,591.84,5,CAL FD RENDA - 502412,01.02.22,True,2019-12-25,2020-01-14,20,HIGH
2019-12-25,30900,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,3.02,326.16,5,CALCINHA ALGODAO - 5122,01.02.17,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,32338,UNDERWARE,commodity,TRIFIL,3.0,108,CRITICAL,0.0,0.0,5,SOUTIEN DAILY SUPORT - C01689,C2345,True,2019-12-25,2020-01-14,20,CRITICAL
2019-12-25,32885,VESTUARIO,fashion,EXINIA,2.0,24,CRITICAL,0.0,0.0,0,MACACAO PANTACOURT FLORAL -BRS1998,C2419,True,2019-12-25,2020-01-19,25,CRITICAL
2019-12-25,33265,VESTUARIO,fashion,EAGLE ROCK,1.0,24,CRITICAL,0.0,0.0,0,REGATA NOZINHO GUIPPER - BRS1878,C2204,True,2019-12-25,2020-01-29,35,CRITICAL
2019-12-25,33644,LINHA NOITE,commodity,MENSAGEIRO DOS SONHOS,1.0,108,CRITICAL,0.0,0.0,5,CAMISOLA GESTANTE MESCLADA - 12351,C2251,True,2019-12-25,2020-01-19,25,CRITICAL
2019-12-25,33927,VESTUARIO,fashion,AQUA DOCE,1.0,24,CRITICAL,0.0,0.0,0,REGATA SUEDINE RENDA - BRS2010,C2436,True,2019-12-25,2020-01-29,35,CRITICAL
2019-12-25,34301,UNDERWARE,commodity,DEMILLUS,1.0,108,CRITICAL,0.0,0.0,5,SOUTIEN SECRET COTTON - 61052,C2178,True,2019-12-25,2020-01-24,30,CRITICAL
2019-12-25,34553,UNDERWARE,commodity,LOVE SECRET,1.0,108,CRITICAL,0.0,0.0,0,KIT 2 SOUTIEN MATERNITY SEM BOJO - 42102,C2422,True,2019-12-25,2020-01-29,35,CRITICAL
2019-12-26,229,EROTICA,commodity,EROSS AFRODITE,3.0,108,CRITICAL,6.79,733.32,5,CAL FD RENDA E STRASS - 4200,01.02.32,True,2019-12-26,2020-01-25,30,CRITICAL
2019-12-26,408,UNDERWARE,commodity,DIVA DONNA,7.0,108,CRITICAL,4.32,466.56,5,CALCINHA SENHORA - 5001,01.02.15,True,2019-12-26,2020-01-15,20,HIGH
2019-12-26,1151,UNDERWARE,commodity,CLASS,4.0,108,CRITICAL,0.0,0.0,5,SOT LONGO NORMAL - 402519,01.01.73,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,1565,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,3.45,372.6,0,BIQUINI MENOR COTTON RENDA - 5226,00.00.68,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,4218,UNDERWARE,commodity,ZEE RUCCI,4.0,108,CRITICAL,24.49,2644.92,5,SOUTIEN BASE LASER-ZR0006,01.01.100,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,4590,MODA PRAIA,commodity,CLASS,1.0,108,CRITICAL,11.65,1258.2,0,CALCA BIQ AMAR LISO - 705B0626,01.19.96,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,4615,MODA PRAIA,commodity,CLASS,3.0,108,CRITICAL,13.16,1421.28,0,CALCA BOMBOM LISA - 705B0619,01.19.92,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,6357,UNDERWARE,commodity,DIVA DONNA,3.0,108,CRITICAL,3.85,415.8,5,TANGA BASICA COTTON - 5050,01.59.14,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,12484,VESTUARIO,fashion,BRAS,1.0,24,CRITICAL,0.0,0.0,0,BLUSA LITRA ALLURE - BRS0736,01.53.124,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,12567,UNDERWARE,commodity,DIVA DONNA,2.0,108,CRITICAL,6.37,687.96,5,BOYSHORT RENDA MICROFIBRA-5230,01.59.16,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,12727,MODA PRAIA,commodity,CLASS,1.0,108,CRITICAL,0.0,0.0,0,TOP PU BOLHA EST - AR4517E,01.18.123,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,14975,VESTUARIO,fashion,SUB WAY,1.0,24,CRITICAL,0.0,0.0,0,BLUSA CIGANINHA BOTAO MGA - BRS1818,C1964,True,2019-12-26,2020-01-30,35,CRITICAL
2019-12-26,15103,VESTUARIO,fashion,EXINIA,2.0,24,CRITICAL,0.0,0.0,0,CALCA ELASTICO TWILL - BRS1678,C1775,True,2019-12-26,2020-01-20,25,CRITICAL
2019-12-26,15283,UNDERWARE,commodity,ZEE RUCCI,3.0,108,CRITICAL,0.0,0.0,0,CALECON JACKARD - ZR0064,C1728,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,16113,MODA PRAIA,commodity,RIVANNA,1.0,108,CRITICAL,0.0,0.0,0,TOP BASE TRIANGULO - 1724N,01.18.131,True,2019-12-26,2020-01-20,25,CRITICAL
2019-12-26,16169,MODA PRAIA,commodity,RIVANNA,2.0,108,CRITICAL,0.0,0.0,5,CALCA RIPPLE PROMO - 2034,C525,True,2019-12-26,2020-01-20,25,CRITICAL
2019-12-26,19003,VESTUARIO,fashion,HOLIN STONE,1.0,24,CRITICAL,0.0,0.0,0,VESTIDO GOLA ALTA FLORAL - BRS1807,C1953,True,2019-12-26,2020-01-30,35,CRITICAL
2019-12-26,19353,LINHA NOITE,seasonal,SONHO DE PIJAMA,3.0,204,CRITICAL,0.0,0.0,5,SHORT DOLL VISCO FLORAL - 202-3,C2181,True,2019-12-26,2020-01-20,25,CRITICAL
2019-12-26,20282,UNDERWARE,commodity,TOP CAT,1.0,108,CRITICAL,0.0,0.0,0,CAL JUVENIL BASICA - C2522,C1909,True,2019-12-26,2020-01-25,30,CRITICAL
2019-12-26,20398,VESTUARIO,fashion,CHIC CORAL,2.0,24,CRITICAL,0.0,0.0,0,SHORT CREPE LISTRA - BRS1499B,C2468,True,2019-12-26,2020-01-30,35,CRITICAL
2019-12-26,20873,LINHA NOITE,commodity,LU MODAS,2.0,108,CRITICAL,0.0,0.0,0,SHORT DOLL INF ALC URSINHO - 41-5,C2185,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,20876,LINHA NOITE,commodity,LU MODAS,4.0,108,CRITICAL,0.0,0.0,5,SHORT DOLL JUV. ALC DOG - 2302-4JV,C2186,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,21087,FITNESS,commodity,FOREVER FITNESS,1.0,108,CRITICAL,0.0,0.0,0,TOP ESTAMPADO BASICO - 226,C1924,True,2019-12-26,2020-01-25,30,CRITICAL
2019-12-26,21288,VESTUARIO,fashion,EXINIA,1.0,24,CRITICAL,0.0,0.0,0,CAMISA VISCOLINHO - BRS1789,C1930,True,2019-12-26,2020-01-20,25,CRITICAL
2019-12-26,22231,LINHA NOITE,seasonal,SONHO DE PIJAMA,1.0,204,CRITICAL,0.0,0.0,5,BERMUDOLL REG MINI CORACAO - 4006-22,C2109,True,2019-12-26,2020-01-20,25,CRITICAL
2019-12-26,22967,VESTUARIO,fashion,EXINIA,1.0,24,CRITICAL,0.0,0.0,0,BLUSA LINHO FOLHAGEM - BRS1751,C1861,True,2019-12-26,2020-01-20,25,CRITICAL
2019-12-26,24327,UNDERWARE,commodity,DIVA DONNA,4.0,108,CRITICAL,3.45,372.6,5,BIQUINI MENOR COTTON RENDA - 5226,00.00.68,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,24329,UNDERWARE,commodity,DIVA DONNA,3.0,108,CRITICAL,3.02,326.16,5,CALCINHA ALGODAO - 5122,01.02.17,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,26388,MODA PRAIA,commodity,CLASS,1.0,108,CRITICAL,20.6,2224.8,0,TOP NO BOLHA EST - 704B6027,01.18.105,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,28953,UNDERWARE,commodity,SALDOS,1.0,108,CRITICAL,0.0,0.0,0,CALECON RENDA MENOR - SLD0111,C1259,True,2019-12-26,2020-01-30,35,CRITICAL
2019-12-26,30114,VESTUARIO,fashion,FAVAROS,1.0,24,CRITICAL,0.0,0.0,0,REGATA ALÇA DIF - BRS1590,C1449,True,2019-12-26,2020-01-30,35,CRITICAL
2019-12-26,31138,MODA PRAIA,commodity,LAMAR,2.0,108,CRITICAL,0.0,0.0,0,SUNGA ADULTO ESTAMP - LM0133,C1987,True,2019-12-26,2020-01-30,35,CRITICAL
2019-12-26,31151,MODA PRAIA,commodity,LAMAR,1.0,108,CRITICAL,0.0,0.0,0,SUNGA INFANTIL LISA - LM0134,C1990,True,2019-12-26,2020-01-30,35,CRITICAL
2019-12-26,31168,MODA PRAIA,commodity,LAMAR,5.0,108,CRITICAL,0.0,0.0,0,BIQUINI INFANTIL BABADO - LM0155,C1993,True,2019-12-26,2020-01-30,35,CRITICAL
2019-12-26,31337,VESTUARIO,fashion,EAGLE ROCK,1.0,24,CRITICAL,0.0,0.0,0,JAQUETA MOLETON CAPUZ - BRS1219,C848,True,2019-12-26,2020-01-30,35,CRITICAL
2019-12-26,32314,UNDERWARE,commodity,LKF LINGERIE,1.0,108,CRITICAL,0.0,0.0,0,SOUTIEN REFORCADO COTTON - LKF405,C2281,True,2019-12-26,2020-01-30,35,CRITICAL
2019-12-26,33628,LINHA NOITE,commodity,MENSAGEIRO DOS SONHOS,2.0,108,CRITICAL,0.0,0.0,5,SHORT DOLL REG FERIAS - 131162,C2248,True,2019-12-26,2020-01-20,25,CRITICAL
2019-12-26,33763,VESTUARIO,fashion,EXINIA,1.0,24,CRITICAL,0.0,0.0,0,CALCA PANTALONA NERVURA - BRS1837,C2123,True,2019-12-26,2020-01-20,25,CRITICAL
2019-12-26,33985,VESTUARIO,fashion,CHEERS,1.0,24,CRITICAL,0.0,0.0,0,REGATA FLORAL ALC FINA - BRS1844,C2130,True,2019-12-26,2020-01-25,30,CRITICAL
2019-12-26,34036,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,0.0,0.0,5,FIO DUPLO MICRO RENDA  - 5418,C2303,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-26,34133,VESTUARIO,fashion,EXINIA,1.0,24,CRITICAL,0.0,0.0,0,BLUSA GOTA BIG CIRCLE - BRS1918,C2267,True,2019-12-26,2020-01-20,25,CRITICAL
2019-12-26,34555,UNDERWARE,commodity,LOVE SECRET,1.0,108,CRITICAL,0.0,0.0,5,KIT 2 SOUTIEN MATERNITY SEM BOJO - 42102,C2422,True,2019-12-26,2020-01-30,35,CRITICAL
2019-12-26,34678,BIJU / JOIAS,fashion,MAURO BIJU,1.0,24,CRITICAL,0.0,0.0,0,COLAR PINGENTE MAR - JB0043,C2058,True,2019-12-26,2020-01-30,35,CRITICAL
2019-12-26,35179,MODA PRAIA,commodity,CLASS,3.0,108,CRITICAL,0.0,0.0,0,MAIO BOJO BOLHA ESTAMPADO - 709B4546,C195,True,2019-12-26,2020-01-15,20,CRITICAL
2019-12-27,1050,UNDERWARE,commodity,VI LINGERIE,1.0,108,CRITICAL,22.59,2439.72,5,MODELADOR AMAMENTAÇÃO- 1624,01.03.07,True,2019-12-27,2020-01-16,20,CRITICAL
2019-12-27,2510,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,3.02,326.16,0,CALCINHA ALGODAO - 5122,01.02.17,True,2019-12-27,2020-01-16,20,CRITICAL
2019-12-27,3566,UNDERWARE,commodity,ZEE RUCCI,3.0,108,CRITICAL,10.92,1179.36,5,CALCINHA MODELADORA BOXER-ZR0002,01.59.06,True,2019-12-27,2020-01-16,20,CRITICAL
2019-12-27,4184,EROTICA,commodity,EROSS AFRODITE,2.0,108,CRITICAL,3.93,424.44,0,CALCINHA TAPA SEXO COM TOPE - 5766,01.02.29,True,2019-12-27,2020-01-26,30,CRITICAL
2019-12-27,8746,UNDERWARE,commodity,DIVA DONNA,1.0,108,CRITICAL,4.55,491.4,5,TANGA DRAPE MICROFIBRA-5110,01.59.15,True,2019-12-27,2020-01-16,20,CRITICAL
2019-12-27,8757,UNDERWARE,commodity,DIVA DONNA,6.0,108,CRITICAL,6.37,687.96,5,BOYSHORT RENDA MICROFIBRA-5230,01.59.16,True,2019-12-27,2020-01-16,20,CRITICAL
2019-12-27,10110,UNDERWARE,commodity,DEMILLUS,1.0,108,CRITICAL,0.0,0.0,0,SOUTIEN OLIMPO- 78096,01.70.73,True,2019-12-27,2020-01-26,30,CRITICAL
2019-12-27,11325,UNDERWARE,commodity,CLASS,5.0,108,CRITICAL,13.14,1419.12,5,SOT BS RENDA LT/DRAP-401004,01.70.07,True,2019-12-27,2020-01-16,20,CRITICAL
2019-12-27,12708,MODA PRAIA,seasonal,CLASS,2.0,204,CRITICAL,0.0,0.0,5,TOP CROPET BOJO - ARC4B2017,C186,True,2019-12-27,2020-01-16,20,CRITICAL
2019-12-27,13067,MODA PRAIA,commodity,CLASS,2.0,108,CRITICAL,0.0,0.0,0,CALCA FIO AMAR EST - 705B0628,01.19.120,True,2019-12-27,2020-01-16,20,CRITICAL
2019-12-27,14109,UNDERWARE,commodity,ZEE RUCCI,6.0,108,CRITICAL,10.47,1130.76,5,SOUTIEN BOJO DAILY -ZR0008,01.70.19,True,2019-12-27,2020-01-16,20,CRITICAL
2019-12-27,14490,UNDERWARE,commodity,VI LINGERIE,6.0,108,CRITICAL,0.0,0.0,0,SOUTIEN REGATA COM BOJO - 110508,01.01.104,True,2019-12-27,2020-01-16,20,CRITICAL
2019-12-27,15203,MODA PRAIA,commodity,CLASS,1.0,108,CRITICAL,11.65,1258.2,0,CALCA BIQ AMAR LISO - 705B0626,01.19.96,True,2019-12-27,2020-01-16,20,CRITICAL
2019-12-27,15974,UNDERWARE,commodity,CLASS,1.0,108,CRITICAL,0.0,0.0,5,SOT TQC BASICO - 401512,C215,True,2019-12-27,2020-01-16,20,CRITICAL
2019-12-27,16157,MODA PRAIA,commodity,RIVANNA,5.0,108,CRITICAL,0.0,0.0,0,CALCA BIQUINI SAIA - 2069,C1032,True,2019-12-27,2020-01-21,25,CRITICAL
2019-12-27,16171,MODA PRAIA,commodity,RIVANNA,6.0,108,CRITICAL,0.0,0.0,0,CALCA RIPPLE PROMO - 2034,C525,True,2019-12-27,2020-01-21,25,CRITICAL
2019-12-27,19274,UNDERWARE,commodity,FEMINIS,4.0,108,CRITICAL,0.0,0.0,5,CAL BOMBOM RENDA - C116,C1808,True,2019-12-27,2020-01-21,25,CRITICAL
2019-12-27,20086,VESTUARIO,fashion,ELLABELLE,1.0,24,CRITICAL,0.0,0.0,0,REGATA LISTRADA - BRS1408A,C2465,True,2019-12-27,2020-01-31,35,CRITICAL
