product_id,category,regime,stock_qty,days_without_sale,suggested_discount,last_sale_date
19130,VESTUARIO,inactive,1,419,30%,2018-10-26
19134,VESTUARIO,fashion,1,491,30%,2018-11-14
19141,VESTUARIO,inactive,1,362,30%,2018-12-12
19145,VESTUARIO,inactive,1,584,30%,2018-11-09
19146,VESTUARIO,inactive,1,527,30%,2018-12-09
19166,VESTUARIO,inactive,1,375,30%,2018-12-06
19167,VESTUARIO,inactive,1,493,30%,2018-12-10
19168,VESTUARIO,fashion,1,680,30%,2018-12-06
19583,VESTUARIO,fashion,1,387,30%,2018-12-07
19632,VESTUARIO,inactive,1,419,30%,2018-11-03
19641,VESTUARIO,inactive,1,384,30%,2018-11-17
19812,LINHA NOITE,inactive,1,373,30%,2018-11-30
19851,FITNESS,inactive,1,442,30%,2018-11-17
19860,MODA PRAIA,inactive,1,413,30%,2018-11-17
19863,UNDERWARE,commodity,1,414,30%,2018-11-06
19888,MODA PRAIA,inactive,1,461,30%,2018-12-10
19893,MODA PRAIA,inactive,1,435,30%,2018-11-30
19938,MODA PRAIA,inactive,1,383,30%,2018-12-12
19939,MODA PRAIA,inactive,1,488,30%,2018-12-10
19955,LINHA NOITE,seasonal,1,518,30%,2018-12-07
19956,LINHA NOITE,seasonal,1,546,30%,2018-11-10
19966,LINHA NOITE,seasonal,1,393,30%,2018-11-14
19967,LINHA NOITE,seasonal,1,426,30%,2018-11-12
19970,LINHA NOITE,seasonal,1,577,30%,2018-11-14
20048,EROTICA,inactive,1,429,30%,2018-11-03
20105,MODA PRAIA,inactive,2,715,30%,2018-12-10
20108,MODA PRAIA,inactive,1,410,30%,2018-10-26
20109,MODA PRAIA,inactive,25,476,30%,2018-10-26
20110,MODA PRAIA,inactive,3,368,30%,2018-12-04
20111,MODA PRAIA,inactive,3,556,30%,2018-11-06
20113,UNDERWARE,commodity,4,392,30%,2018-12-04
20116,UNDERWARE,commodity,3,691,30%,2018-11-03
20121,UNDERWARE,inactive,1,448,30%,2018-12-11
20123,MODA PRAIA,inactive,3,475,30%,2018-11-12
20124,MODA PRAIA,inactive,1,548,30%,2018-12-07
20131,MODA PRAIA,inactive,2,652,30%,2018-11-30
20133,MODA PRAIA,inactive,1,554,30%,2018-12-06
20138,MODA PRAIA,commodity,4,499,30%,2018-11-05
20139,MODA PRAIA,commodity,3,392,30%,2018-11-17
20149,MODA PRAIA,inactive,1,395,30%,2018-11-12
20153,MODA PRAIA,inactive,1,444,30%,2018-11-07
20157,MODA PRAIA,inactive,1,584,30%,2018-12-01
20167,MODA PRAIA,inactive,1,474,30%,2018-12-07
20168,MODA PRAIA,inactive,2,387,30%,2018-11-17
20169,MODA PRAIA,inactive,1,415,30%,2018-11-24
20173,MODA PRAIA,inactive,1,357,30%,2018-12-12
20174,MODA PRAIA,inactive,2,373,30%,2018-12-10
20175,MODA PRAIA,inactive,1,443,30%,2018-12-12
20176,MODA PRAIA,inactive,1,432,30%,2018-12-08
20177,MODA PRAIA,inactive,1,453,30%,2018-11-12
20178,MODA PRAIA,inactive,1,548,30%,2018-11-12
20187,MODA PRAIA,inactive,1,460,30%,2018-11-23
20189,MODA PRAIA,inactive,2,492,30%,2018-11-24
20239,UNDERWARE,inactive,5,364,30%,2018-12-06
20297,UNDERWARE,inactive,1,397,30%,2018-12-08
20298,UNDERWARE,inactive,1,437,30%,2018-12-08
20301,UNDERWARE,inactive,1,515,30%,2018-12-07
20302,UNDERWARE,inactive,2,385,30%,2018-12-08
20317,LINHA NOITE,commodity,1,405,30%,2018-12-11
20331,LINHA NOITE,commodity,1,362,30%,2018-12-07
20332,LINHA NOITE,commodity,1,480,30%,2018-11-26
20333,LINHA NOITE,commodity,1,472,30%,2018-11-21
20338,LINHA NOITE,commodity,1,512,30%,2018-12-07
20339,LINHA NOITE,commodity,1,574,30%,2018-11-01
20346,VESTUARIO,inactive,1,431,30%,2018-10-23
20348,VESTUARIO,inactive,1,408,30%,2018-10-22
20357,FITNESS,inactive,2,467,30%,2018-11-22
20362,VESTUARIO,inactive,1,740,30%,2018-11-12
20364,VESTUARIO,inactive,1,603,30%,2018-11-12
20365,VESTUARIO,inactive,1,603,30%,2018-11-06
20366,VESTUARIO,inactive,1,611,30%,2018-11-19
20372,VESTUARIO,inactive,1,391,30%,2018-11-08
20501,MODA PRAIA,inactive,1,431,30%,2018-10-20
20504,MODA PRAIA,inactive,1,359,30%,2018-12-08
20506,MODA PRAIA,inactive,1,479,30%,2018-12-01
20510,MODA PRAIA,inactive,1,490,30%,2018-12-01
20511,MODA PRAIA,inactive,2,374,30%,2018-12-07
20514,MODA PRAIA,inactive,3,529,30%,2018-12-01
20515,MODA PRAIA,inactive,2,434,30%,2018-12-07
20516,MODA PRAIA,inactive,1,432,30%,2018-11-03
20519,MODA PRAIA,inactive,1,603,30%,2018-11-09
20524,MODA PRAIA,inactive,1,406,30%,2018-10-22
20525,MODA PRAIA,inactive,1,383,30%,2018-11-13
20526,MODA PRAIA,inactive,1,456,30%,2018-11-23
20529,MODA PRAIA,inactive,1,395,30%,2018-11-12
20544,UNDERWARE,inactive,2,459,30%,2018-11-27
20554,UNDERWARE,inactive,1,432,30%,2018-10-27
20557,UNDERWARE,inactive,1,394,30%,2018-11-29
20558,UNDERWARE,inactive,5,423,30%,2018-10-27
20576,UNDERWARE,inactive,1,359,30%,2018-12-09
20578,UNDERWARE,inactive,1,433,30%,2018-11-24
20581,UNDERWARE,inactive,1,575,30%,2018-11-08
20586,UNDERWARE,inactive,1,395,30%,2018-11-24
20593,UNDERWARE,inactive,1,509,30%,2018-12-06
20602,UNDERWARE,inactive,1,413,30%,2018-12-07
20605,UNDERWARE,inactive,1,505,30%,2018-12-06
20620,VESTUARIO,fashion,2,419,30%,2018-11-23
20627,VESTUARIO,fashion,1,535,30%,2018-11-28
20634,VESTUARIO,inactive,1,665,30%,2018-12-01
20643,VESTUARIO,inactive,1,607,30%,2018-11-29
20644,VESTUARIO,inactive,1,436,30%,2018-12-01
20661,VESTUARIO,inactive,1,404,30%,2018-11-22
20676,FITNESS,inactive,1,665,30%,2018-11-05
20684,VESTUARIO,fashion,2,452,30%,2018-11-06
20687,FITNESS,inactive,1,664,30%,2018-11-05
20697,VESTUARIO,inactive,1,673,30%,2018-12-07
20717,VESTUARIO,inactive,1,414,30%,2018-11-29
20920,UNDERWARE,inactive,1,652,30%,2018-12-08
20925,UNDERWARE,inactive,1,415,30%,2018-12-09
20928,UNDERWARE,inactive,1,363,30%,2018-12-12
20966,UNDERWARE,inactive,1,494,30%,2018-11-10
20967,UNDERWARE,inactive,1,572,30%,2018-10-29
21012,MODA PRAIA,inactive,1,439,30%,2018-11-24
21013,MODA PRAIA,inactive,3,446,30%,2018-11-12
21015,VESTUARIO,fashion,1,550,30%,2018-11-27
21054,LINHA NOITE,commodity,1,533,30%,2018-11-30
21060,LINHA NOITE,seasonal,2,397,30%,2018-11-10
21062,LINHA NOITE,seasonal,2,430,30%,2018-12-06
21065,LINHA NOITE,seasonal,2,522,30%,2018-11-27
21066,LINHA NOITE,seasonal,2,409,30%,2018-11-16
21069,LINHA NOITE,seasonal,1,498,30%,2018-12-06
21315,MODA PRAIA,inactive,4,390,30%,2018-12-04
21317,MODA PRAIA,inactive,1,384,30%,2018-12-07
21319,MODA PRAIA,inactive,1,402,30%,2018-12-01
21320,MODA PRAIA,inactive,7,602,30%,2018-10-30
21321,MODA PRAIA,inactive,1,359,30%,2018-12-08
21328,MODA PRAIA,inactive,1,411,30%,2018-10-30
21339,MODA PRAIA,inactive,1,371,30%,2018-12-12
21343,MODA PRAIA,inactive,1,420,30%,2018-12-10
21348,MODA PRAIA,inactive,3,473,30%,2018-11-12
21350,MODA PRAIA,inactive,1,529,30%,2018-11-01
21351,MODA PRAIA,inactive,1,461,30%,2018-12-04
21355,MODA PRAIA,inactive,1,442,30%,2018-11-27
21369,FITNESS,commodity,1,412,30%,2018-10-24
21371,FITNESS,commodity,1,762,30%,2018-10-24
21373,FITNESS,commodity,1,403,30%,2018-11-16
21377,VESTUARIO,fashion,1,406,30%,2018-11-30
21396,VESTUARIO,fashion,1,465,30%,2018-12-01
21420,VESTUARIO,inactive,1,449,30%,2018-12-06
21422,VESTUARIO,inactive,1,411,30%,2018-11-14
21776,EROTICA,inactive,1,355,30%,2018-12-11
21796,MODA PRAIA,inactive,1,672,30%,2018-10-20
21798,MODA PRAIA,inactive,1,398,30%,2018-12-10
21804,MODA PRAIA,inactive,2,534,30%,2018-12-05
21805,MODA PRAIA,inactive,3,366,30%,2018-11-30
21847,LINHA NOITE,seasonal,3,730,30%,2018-11-09
21851,MODA PRAIA,inactive,1,395,30%,2018-12-08
21852,MODA PRAIA,inactive,2,409,30%,2018-11-07
21853,MODA PRAIA,inactive,1,409,30%,2018-11-24
21857,MODA PRAIA,inactive,1,392,30%,2018-12-05
21858,MODA PRAIA,inactive,2,415,30%,2018-12-08
21859,MODA PRAIA,inactive,1,428,30%,2018-12-03
21860,MODA PRAIA,inactive,1,642,30%,2018-12-10
21861,MODA PRAIA,inactive,1,428,30%,2018-11-30
21862,MODA PRAIA,inactive,4,434,30%,2018-12-12
21863,MODA PRAIA,inactive,1,383,30%,2018-12-06
21865,MODA PRAIA,inactive,2,443,30%,2018-12-12
21870,MODA PRAIA,inactive,2,434,30%,2018-11-30
21871,MODA PRAIA,inactive,2,588,30%,2018-11-14
21873,MODA PRAIA,inactive,1,395,30%,2018-12-12
21875,MODA PRAIA,inactive,1,412,30%,2018-11-07
21878,MODA PRAIA,inactive,1,439,30%,2018-11-16
21920,MODA PRAIA,commodity,3,411,30%,2018-11-06
21921,MODA PRAIA,commodity,8,363,30%,2018-12-12
21922,MODA PRAIA,commodity,3,575,30%,2018-12-10
21925,MODA PRAIA,commodity,3,533,30%,2018-12-12
21927,MODA PRAIA,commodity,1,434,30%,2018-12-05
21949,MODA PRAIA,inactive,1,391,30%,2018-11-22
21950,MODA PRAIA,commodity,16,384,30%,2018-12-12
21996,MODA PRAIA,inactive,1,433,30%,2018-10-20
22000,MODA PRAIA,inactive,1,396,30%,2018-12-01
22001,MODA PRAIA,inactive,1,556,30%,2018-12-10
22045,UNDERWARE,inactive,1,382,30%,2018-12-01
22047,UNDERWARE,inactive,8,397,30%,2018-12-03
22048,UNDERWARE,inactive,1,557,30%,2018-11-30
22049,UNDERWARE,inactive,1,500,30%,2018-11-30
22298,VESTUARIO,fashion,2,731,30%,2018-11-24
22332,MODA PRAIA,inactive,1,606,30%,2018-12-12
22333,MODA PRAIA,inactive,1,467,30%,2018-12-12
22335,MODA PRAIA,inactive,1,399,30%,2018-12-01
22336,MODA PRAIA,inactive,1,529,30%,2018-12-08
22339,UNDERWARE,inactive,2,361,30%,2018-12-08
22346,MODA PRAIA,inactive,1,635,30%,2018-10-20
22353,MODA PRAIA,inactive,2,443,30%,2018-11-17
22356,MODA PRAIA,inactive,1,589,30%,2018-11-20
22358,MODA PRAIA,inactive,1,432,30%,2018-11-03
22371,UNDERWARE,commodity,3,377,30%,2018-12-10
22372,UNDERWARE,commodity,1,436,30%,2018-12-06
22373,UNDERWARE,commodity,12,549,30%,2018-10-27
22376,UNDERWARE,commodity,3,397,30%,2018-11-17
22378,UNDERWARE,inactive,2,467,30%,2018-12-08
22380,UNDERWARE,inactive,1,455,30%,2018-12-12
22386,UNDERWARE,inactive,1,365,30%,2018-12-08
22387,UNDERWARE,inactive,2,439,30%,2018-11-26
22388,UNDERWARE,inactive,1,485,30%,2018-11-21
22389,UNDERWARE,inactive,1,373,30%,2018-11-24
22705,UNDERWARE,inactive,3,556,30%,2018-12-08
22706,UNDERWARE,inactive,2,430,30%,2018-12-02
22707,UNDERWARE,inactive,2,388,30%,2018-11-14
22714,UNDERWARE,inactive,1,368,30%,2018-12-02
22715,UNDERWARE,inactive,2,375,30%,2018-12-01
22726,UNDERWARE,inactive,1,416,30%,2018-12-12
22727,UNDERWARE,inactive,1,371,30%,2018-12-02
22732,UNDERWARE,inactive,2,377,30%,2018-11-30
22734,UNDERWARE,inactive,1,385,30%,2018-12-07
22745,UNDERWARE,inactive,2,425,30%,2018-11-22
22746,UNDERWARE,inactive,1,458,30%,2018-12-02
22747,UNDERWARE,inactive,1,398,30%,2018-12-02
22754,UNDERWARE,commodity,2,490,30%,2018-12-10
22760,UNDERWARE,commodity,3,393,30%,2018-11-21
22787,VESTUARIO,inactive,1,400,30%,2018-12-03
22817,LINHA NOITE,commodity,1,399,30%,2018-12-06
23002,MODA PRAIA,inactive,1,459,30%,2018-10-20
23007,MODA PRAIA,inactive,1,752,30%,2018-11-03
23008,MODA PRAIA,inactive,1,392,30%,2018-11-16
23009,MODA PRAIA,inactive,1,425,30%,2018-10-23
23011,MODA PRAIA,inactive,1,456,30%,2018-12-05
23015,MODA PRAIA,inactive,1,554,30%,2018-10-20
23020,MODA PRAIA,inactive,1,399,30%,2018-12-07
23021,MODA PRAIA,inactive,2,577,30%,2018-11-24
23032,MODA PRAIA,inactive,1,431,30%,2018-12-02
23033,MODA PRAIA,inactive,2,648,30%,2018-11-03
23034,MODA PRAIA,inactive,1,381,30%,2018-12-11
23036,UNDERWARE,inactive,1,660,30%,2018-10-23
23063,UNDERWARE,commodity,1,505,30%,2018-11-01
23126,VESTUARIO,inactive,1,368,30%,2018-12-07
23133,VESTUARIO,fashion,1,394,30%,2018-12-07
23139,VESTUARIO,inactive,1,492,30%,2018-12-10
23148,VESTUARIO,inactive,1,420,30%,2018-12-06
23160,VESTUARIO,inactive,1,510,30%,2018-12-06
23163,VESTUARIO,inactive,1,442,30%,2018-12-08
23425,UNDERWARE,commodity,2,627,30%,2018-10-20
23436,UNDERWARE,commodity,4,392,30%,2018-11-21
23459,VESTUARIO,fashion,1,447,30%,2018-11-03
23460,VESTUARIO,fashion,1,408,30%,2018-12-01
23461,VESTUARIO,inactive,1,585,30%,2018-11-21
23698,VESTUARIO,inactive,1,448,30%,2018-12-01
23912,LINHA NOITE,inactive,1,569,30%,2018-11-03
23918,MODA PRAIA,inactive,1,387,30%,2018-12-12
23919,MODA PRAIA,inactive,1,367,30%,2018-12-10
23920,MODA PRAIA,inactive,1,528,30%,2018-12-10
23922,MODA PRAIA,inactive,1,406,30%,2018-12-03
23944,LINHA NOITE,commodity,1,519,30%,2018-11-29
24354,MODA PRAIA,commodity,5,404,30%,2018-11-30
24541,UNDERWARE,commodity,1,421,30%,2018-10-23
24546,UNDERWARE,commodity,1,396,30%,2018-11-26
24576,UNDERWARE,inactive,1,434,30%,2018-11-08
24592,LINHA NOITE,seasonal,1,384,30%,2018-12-05
24722,UNDERWARE,inactive,1,529,30%,2018-11-16
24850,MODA PRAIA,inactive,1,417,30%,2018-10-23
25012,VESTUARIO,fashion,1,604,30%,2018-11-05
25027,UNDERWARE,commodity,2,395,30%,2018-11-06
25033,VESTUARIO,inactive,1,440,30%,2018-12-12
25119,UNDERWARE,commodity,3,729,30%,2018-11-26
25133,UNDERWARE,commodity,1,559,30%,2018-11-09
25266,UNDERWARE,commodity,2,369,30%,2018-12-06
25289,VESTUARIO,inactive,1,408,30%,2018-11-24
25754,UNDERWARE,inactive,1,581,30%,2018-12-12
25756,UNDERWARE,inactive,1,456,30%,2018-10-20
25895,MODA PRAIA,inactive,1,420,30%,2018-11-16
25896,MODA PRAIA,inactive,1,463,30%,2018-10-31
25899,UNDERWARE,commodity,1,577,30%,2018-12-01
25900,UNDERWARE,commodity,1,396,30%,2018-12-11
25904,FITNESS,inactive,8,604,30%,2018-12-12
25905,FITNESS,inactive,4,433,30%,2018-10-29
25906,FITNESS,inactive,3,485,30%,2018-10-22
25920,FITNESS,inactive,1,511,30%,2018-11-26
25922,FITNESS,inactive,1,480,30%,2018-11-01
26107,UNDERWARE,inactive,1,581,30%,2018-10-27
26108,UNDERWARE,inactive,1,514,30%,2018-11-03
26308,UNDERWARE,commodity,1,422,30%,2018-12-04
26310,UNDERWARE,commodity,3,369,30%,2018-12-09
26391,LINHA NOITE,seasonal,1,504,30%,2018-11-24
26402,VESTUARIO,inactive,1,425,30%,2018-11-08
26427,VESTUARIO,inactive,1,713,30%,2018-12-12
26489,UNDERWARE,inactive,1,529,30%,2018-10-31
26853,UNDERWARE,commodity,5,374,30%,2018-11-24
26854,UNDERWARE,commodity,2,371,30%,2018-12-09
26872,UNDERWARE,commodity,1,408,30%,2018-11-30
26895,UNDERWARE,commodity,12,378,30%,2018-12-01
26974,MODA PRAIA,commodity,5,475,30%,2018-12-10
26986,UNDERWARE,commodity,3,483,30%,2018-12-10
27058,LINHA NOITE,seasonal,1,434,30%,2018-11-08
27066,LINHA NOITE,seasonal,1,663,30%,2018-11-12
27067,LINHA NOITE,seasonal,1,401,30%,2018-11-14
27070,LINHA NOITE,seasonal,1,465,30%,2018-12-08
27082,LINHA NOITE,seasonal,1,390,30%,2018-11-12
27197,UNDERWARE,commodity,6,494,30%,2018-11-23
27427,VESTUARIO,inactive,1,366,30%,2018-12-07
27428,VESTUARIO,inactive,1,419,30%,2018-12-07
27430,VESTUARIO,inactive,1,453,30%,2018-11-10
27432,VESTUARIO,inactive,1,373,30%,2018-11-28
27440,VESTUARIO,inactive,1,396,30%,2018-12-01
27441,VESTUARIO,inactive,1,393,30%,2018-12-02
27816,MODA PRAIA,inactive,1,446,30%,2018-11-30
27821,MODA PRAIA,inactive,1,697,30%,2018-12-06
27822,MODA PRAIA,inactive,1,377,30%,2018-12-05
27824,MODA PRAIA,inactive,1,527,30%,2018-12-12
27839,UNDERWARE,inactive,1,475,30%,2018-11-13
27840,UNDERWARE,inactive,2,391,30%,2018-12-08
27914,UNDERWARE,commodity,1,481,30%,2018-11-08
27915,UNDERWARE,commodity,1,447,30%,2018-12-08
27932,UNDERWARE,commodity,1,538,30%,2018-11-06
27933,UNDERWARE,commodity,1,524,30%,2018-12-10
27935,UNDERWARE,inactive,1,451,30%,2018-11-06
27999,MODA PRAIA,commodity,3,685,30%,2018-11-01
28023,UNDERWARE,inactive,1,403,30%,2018-11-10
28024,UNDERWARE,inactive,1,371,30%,2018-11-27
28320,MODA PRAIA,inactive,1,462,30%,2018-12-07
28321,MODA PRAIA,inactive,1,452,30%,2018-11-08
28322,MODA PRAIA,inactive,1,357,30%,2018-12-10
28357,UNDERWARE,commodity,1,409,30%,2018-11-22
28363,UNDERWARE,commodity,6,412,30%,2018-11-28
28466,UNDERWARE,commodity,4,654,30%,2018-11-17
28492,EROTICA,commodity,2,418,30%,2018-11-10
28561,EROTICA,inactive,1,749,30%,2018-11-06
28563,EROTICA,inactive,1,641,30%,2018-11-24
28716,UNDERWARE,commodity,1,466,30%,2018-11-17
28720,UNDERWARE,commodity,1,461,30%,2018-12-07
28915,MODA PRAIA,commodity,5,427,30%,2018-12-06
28933,UNDERWARE,commodity,6,427,30%,2018-10-27
28934,UNDERWARE,commodity,2,717,30%,2018-12-08
28939,UNDERWARE,inactive,1,509,30%,2018-12-10
28941,UNDERWARE,inactive,1,435,30%,2018-10-29
28942,UNDERWARE,inactive,1,483,30%,2018-11-09
28944,UNDERWARE,inactive,1,409,30%,2018-12-08
28945,UNDERWARE,inactive,1,402,30%,2018-11-16
28948,UNDERWARE,inactive,1,412,30%,2018-11-21
28964,VESTUARIO,inactive,1,413,30%,2018-11-09
28968,VESTUARIO,inactive,1,428,30%,2018-11-14
28972,VESTUARIO,inactive,1,387,30%,2018-12-07
28991,VESTUARIO,inactive,1,449,30%,2018-11-17
29016,UNDERWARE,inactive,4,501,30%,2018-11-22
29017,UNDERWARE,inactive,3,366,30%,2018-12-07
29018,UNDERWARE,inactive,2,465,30%,2018-11-24
29025,UNDERWARE,inactive,1,375,30%,2018-12-10
29761,VESTUARIO,inactive,1,653,30%,2018-12-03
29864,UNDERWARE,inactive,1,504,30%,2018-11-26
29963,UNDERWARE,commodity,3,393,30%,2018-12-12
29981,UNDERWARE,inactive,3,583,30%,2018-11-24
29985,UNDERWARE,inactive,3,498,30%,2018-11-14
29987,UNDERWARE,inactive,1,493,30%,2018-11-30
29989,UNDERWARE,inactive,1,441,30%,2018-12-12
29990,UNDERWARE,inactive,1,442,30%,2018-12-12
29991,UNDERWARE,inactive,1,367,30%,2018-12-12
29992,UNDERWARE,inactive,1,381,30%,2018-12-06
30002,VESTUARIO,inactive,1,719,30%,2018-12-06
30005,VESTUARIO,inactive,1,439,30%,2018-12-11
30010,VESTUARIO,inactive,1,366,30%,2018-12-08
30014,VESTUARIO,fashion,1,402,30%,2018-12-06
30015,VESTUARIO,fashion,1,395,30%,2018-12-06
30029,VESTUARIO,fashion,1,359,30%,2018-12-12
30046,VESTUARIO,fashion,1,420,30%,2018-12-12
30150,MODA PRAIA,inactive,2,471,30%,2018-11-08
30151,MODA PRAIA,inactive,1,461,30%,2018-11-24
30152,MODA PRAIA,inactive,1,414,30%,2018-11-12
30155,MODA PRAIA,inactive,2,379,30%,2018-11-30
30158,MODA PRAIA,inactive,1,372,30%,2018-12-01
30236,UNDERWARE,commodity,1,368,30%,2018-12-07
30239,UNDERWARE,commodity,1,428,30%,2018-10-20
30250,UNDERWARE,inactive,1,705,30%,2018-11-13
30287,UNDERWARE,inactive,1,494,30%,2018-11-06
30288,UNDERWARE,inactive,2,408,30%,2018-11-06
30323,UNDERWARE,inactive,1,403,30%,2018-11-10
30368,VESTUARIO,inactive,1,521,30%,2018-11-01
30388,VESTUARIO,fashion,1,464,30%,2018-11-22
30409,VESTUARIO,inactive,1,568,30%,2018-10-20
30466,UNDERWARE,inactive,1,418,30%,2018-10-26
30469,UNDERWARE,inactive,1,731,30%,2018-10-25
30471,UNDERWARE,inactive,1,410,30%,2018-11-21
30476,UNDERWARE,inactive,2,455,30%,2018-11-14
30478,UNDERWARE,inactive,1,500,30%,2018-10-23
30479,UNDERWARE,inactive,1,520,30%,2018-10-20
30554,UNDERWARE,commodity,2,478,30%,2018-11-01
30561,UNDERWARE,commodity,1,522,30%,2018-10-24
30566,UNDERWARE,commodity,6,399,30%,2018-12-07
30572,UNDERWARE,commodity,5,439,30%,2018-12-10
30573,UNDERWARE,commodity,1,391,30%,2018-11-24
30600,UNDERWARE,inactive,4,412,30%,2018-11-17
30656,MODA PRAIA,seasonal,3,451,30%,2018-11-07
30806,UNDERWARE,inactive,1,488,30%,2018-12-12
30809,UNDERWARE,inactive,1,393,30%,2018-12-07
30884,UNDERWARE,inactive,2,389,30%,2018-11-23
30888,UNDERWARE,commodity,1,725,30%,2018-11-30
30892,UNDERWARE,commodity,2,575,30%,2018-10-31
30894,UNDERWARE,commodity,1,618,30%,2018-12-09
30901,UNDERWARE,commodity,3,574,30%,2018-11-26
31028,UNDERWARE,commodity,4,565,30%,2018-10-30
31029,UNDERWARE,commodity,4,541,30%,2018-11-09
31035,UNDERWARE,commodity,7,412,30%,2018-11-16
31039,UNDERWARE,commodity,1,429,30%,2018-12-06
31044,UNDERWARE,commodity,2,419,30%,2018-12-12
31048,UNDERWARE,commodity,3,397,30%,2018-12-04
31056,UNDERWARE,commodity,3,725,30%,2018-11-17
31067,UNDERWARE,commodity,1,392,30%,2018-11-16
31577,MODA PRAIA,inactive,1,499,30%,2018-11-14
31578,MODA PRAIA,inactive,1,499,30%,2018-10-26
31579,MODA PRAIA,inactive,1,390,30%,2018-11-07
31580,MODA PRAIA,inactive,1,457,30%,2018-11-08
31581,MODA PRAIA,inactive,4,391,30%,2018-11-17
31587,MODA PRAIA,inactive,1,457,30%,2018-11-22
31588,MODA PRAIA,inactive,2,475,30%,2018-12-07
31590,MODA PRAIA,inactive,1,446,30%,2018-12-12
31591,MODA PRAIA,inactive,1,427,30%,2018-11-14
31594,MODA PRAIA,commodity,3,490,30%,2018-11-14
31798,VESTUARIO,fashion,1,556,30%,2018-10-26
34815,UNDERWARE,inactive,3,448,30%,2018-11-30
34834,VESTUARIO,inactive,1,418,30%,2018-11-30
34938,FITNESS,inactive,1,690,30%,2018-12-02
34939,FITNESS,inactive,1,461,30%,2018-10-26
34970,FITNESS,inactive,1,406,30%,2018-12-07
34971,FITNESS,inactive,1,368,30%,2018-12-02
34974,FITNESS,inactive,1,444,30%,2018-11-26
35031,MODA PRAIA,commodity,5,416,30%,2018-11-19
35032,MODA PRAIA,commodity,1,364,30%,2018-12-05
35050,MODA PRAIA,inactive,3,420,30%,2018-10-29
35070,UNDERWARE,commodity,1,715,30%,2018-10-23
35140,LINHA NOITE,seasonal,1,441,30%,2018-12-04
35142,LINHA NOITE,seasonal,1,387,30%,2018-11-21
35158,LINHA NOITE,seasonal,1,536,30%,2018-11-30
35202,VESTUARIO,fashion,2,497,30%,2018-11-24
35206,VESTUARIO,fashion,9,531,30%,2018-10-23
35207,UNDERWARE,inactive,1,378,30%,2018-11-30
11307,UNDERWARE,commodity,219,62,10%,2019-12-01
15068,UNDERWARE,inactive,8,177,20%,2019-12-01
15103,VESTUARIO,fashion,48,128,20%,2020-02-28
16372,VESTUARIO,fashion,50,182,30%,2019-12-01
16441,UNDERWARE,inactive,1,128,20%,2019-12-01
18165,MODA PRAIA,inactive,1,147,20%,2020-03-17
19981,FITNESS,inactive,1,280,30%,2019-12-01
20249,UNDERWARE,inactive,1,219,30%,2019-12-01
20887,VESTUARIO,fashion,46,131,20%,2020-06-29
21843,LINHA NOITE,inactive,2,108,20%,2019-12-01
22007,BIJU / JOIAS,fashion,49,202,30%,2019-12-01
23323,VESTUARIO,inactive,1,101,20%,2019-12-01
31077,VESTUARIO,fashion,48,123,20%,2020-02-08
15051,UNDERWARE,inactive,1,133,20%,2019-12-02
16756,VESTUARIO,fashion,45,124,20%,2020-04-27
20061,VESTUARIO,fashion,48,240,30%,2020-03-29
24764,VESTUARIO,fashion,47,148,20%,2020-06-29
6545,LINHA NOITE,seasonal,61,62,10%,2019-12-03
14939,UNDERWARE,inactive,5,224,30%,2020-03-22
15063,UNDERWARE,inactive,1,98,20%,2019-12-03
20055,VESTUARIO,fashion,50,197,30%,2019-12-03
20428,VESTUARIO,fashion,20,145,20%,2020-07-02
21237,VESTUARIO,fashion,49,164,20%,2019-12-03
30372,VESTUARIO,inactive,3,98,20%,2019-12-03
33227,VESTUARIO,fashion,24,133,20%,2019-12-03
33988,VESTUARIO,fashion,49,161,20%,2019-12-03
35131,LINHA NOITE,inactive,4,129,20%,2019-12-03
35195,VESTUARIO,inactive,3,137,20%,2019-12-03
13886,MODA PRAIA,inactive,1,250,30%,2020-03-13
18603,VESTUARIO,fashion,49,151,20%,2019-12-04
19026,VESTUARIO,fashion,49,244,30%,2019-12-04
20451,VESTUARIO,fashion,49,198,30%,2019-12-04
20609,UNDERWARE,inactive,2,123,20%,2019-12-04
21184,VESTUARIO,fashion,51,84,10%,2019-12-04
27153,VESTUARIO,fashion,49,120,20%,2019-12-04
33782,VESTUARIO,fashion,49,166,20%,2019-12-04
33986,VESTUARIO,fashion,51,210,30%,2019-12-04
231,EROTICA,commodity,206,124,20%,2020-06-12
2981,UNDERWARE,inactive,1,93,20%,2019-12-05
11086,UNDERWARE,commodity,109,63,10%,2019-12-05
14926,UNDERWARE,inactive,14,189,30%,2020-04-14
21188,VESTUARIO,fashion,50,216,30%,2019-12-05
24404,BIJU / JOIAS,fashion,49,297,30%,2019-12-05
33278,VESTUARIO,fashion,46,193,30%,2020-05-15
33863,ACESSORIOS,fashion,48,108,20%,2020-06-16
7979,VESTUARIO,inactive,1,88,10%,2019-12-06
18709,VESTUARIO,fashion,49,168,20%,2019-12-06
21078,FITNESS,commodity,110,70,10%,2019-12-06
21991,FITNESS,inactive,1,111,20%,2020-03-26
23039,FITNESS,inactive,1,94,20%,2019-12-06
28600,VESTUARIO,fashion,46,153,20%,2020-06-21
4879,UNDERWARE,inactive,1,94,20%,2019-12-07
8683,UNDERWARE,inactive,3,106,20%,2019-12-07
